V1,V2
20190401,1
20190402,1
20190403,1
20190404,1
20190408,1
20190409,1
20190410,1
20190411,1
20190412,1
20190415,1
20190416,1
20190417,1
20190418,1
20190419,1
20190422,1
20190423,1
20190424,1
20190425,1
20190426,1
20190429,1
20190430,1
20190506,1
20190507,1
20190508,1
20190509,1
20190510,1
20190513,1
20190514,1
20190515,1
20190516,1
20190517,1
20190520,1
20190521,1
20190522,1
20190523,1
20190524,1
20190527,1
20190528,1
20190529,1
20190530,1
20190531,1
20190603,1
20190604,1
20190605,1
20190606,1
20190610,1
20190611,1
20190612,1
20190613,1
20190614,1
20190617,1
20190618,1
20190619,1
20190620,1
20190621,1
20190624,1
20190625,1
20190626,1
20190627,1
20190628,1
20190701,1
20190702,1
20190703,1
20190704,1
20190705,1
20190708,1
20190709,1
20190710,1
20190711,1
20190712,1
20190715,1
20190716,1
20190717,1
20190718,1
20190719,1
20190722,1
20190723,1
20190724,1
20190725,1
20190726,1
20190729,1
20190730,1
20190731,1
20190801,1
20190802,1
20190805,1
20190806,1
20190807,1
20190808,1
20190809,1
20190812,1
20190813,1
20190814,1
20190815,1
20190816,1
20190819,1
20190820,1
20190821,1
20190822,1
20190823,1
20190826,1
20190827,1
20190828,1
20190829,1
20190830,1
20190902,1
20190903,1
20190904,1
20190905,1
20190906,1
20190909,1
20190910,1
20190911,1
20190912,1
20190916,1
20190917,1
20190918,1
20190919,1
20190920,1
20190923,1
20190924,1
20190925,1
20190926,1
20190927,1
20190930,1
20191008,1
20191009,1
20191010,1
20191011,1
20191014,1
20191015,1
20191016,1
20191017,1
20191018,1
20191021,1
20191022,1
20191023,1
20191024,1
20191025,1
20191028,1
20191029,1
20191030,1
20191031,1
20191101,1
20191104,1
20191105,1
20191106,1
20191107,1
20191108,1
20191111,1
20191112,1
20191113,1
20191114,1
20191115,1
20191118,1
20191119,1
20191120,1
20191121,1
20191122,1
20191125,1
20191126,1
20191127,1
20191128,1
20191129,1
20191202,1
20191203,1
20191204,1
20191205,1
20191206,1
20191209,1
20191210,1
20191211,1
20191212,1
20191213,1
20191216,1
20191217,1
20191218,1
20191219,1
20191220,1
20191223,1
20191224,1
20191225,1
20191226,1
20191227,1
20191230,1
20191231,1
20200102,1
20200103,1
20200106,1
20200107,1
20200108,1
20200109,1
20200110,1
20200113,1
20200114,1
20200115,1
20200116,1
20200117,1
20200120,1
20200121,1
20200122,1
20200123,1
20200203,1
20200204,1
20200205,1
20200206,1
20200207,1
20200210,1
20200211,1
20200212,1
20200213,1
20200214,1
20200217,1
20200218,1
20200219,1
20200220,1
20200221,1
20200224,1
20200225,1
20200226,1
20200227,1
20200228,1
20200302,1
20200303,1
20200304,1
20200305,1
20200306,1
20200309,1
20200310,1
20200311,1
20200312,1
20200313,1
20200316,1
20200317,1
20200318,1
20200319,1
20200320,1
20200323,1
20200324,1
20200325,1
20200326,1
20200327,1
20200330,1
20200331,1
20200401,1
20200402,1
20200403,1
20200407,1
20200408,1
20200409,1
20200410,1
20200413,1
20200414,1
20200415,1
20200416,1
20200417,1
20200420,1
20200421,1
20200422,1
20200423,1
20200424,1
20200427,1
20200428,1
20200429,1
20200430,1
20200506,1
20200507,1
20200508,1
20200511,1
20200512,1
20200513,1
20200514,1
20200515,1
20200518,1
20200519,1
20200520,1
20200521,1
20200522,1
20200525,1
20200526,1
20200527,1
20200528,1
20200529,1
20200601,1
20200602,1
20200603,1
20200604,1
20200605,1
20200608,1
20200609,1
20200610,1
20200611,1
20200612,1
20200615,1
20200616,1
20200617,1
20200618,1
20200619,1
20200622,1
20200623,1
20200624,1
20200629,1
20200630,1
20200701,1
20200702,1
20200703,1
20200706,1
20200707,1
20200708,1
20200709,1
20200710,1
20200713,1
20200714,1
20200715,1
20200716,1
20200717,1
20200720,1
20200721,1
20200722,1
20200723,1
20200724,1
20200727,1
20200728,1
20200729,1
20200730,1
20200731,1
20200803,1
20200804,1
20200805,1
20200806,1
20200807,1
20200810,1
20200811,1
20200812,1
20200813,1
20200814,1
20200817,1
20200818,1
20200819,1
20200820,1
20200821,1
20200824,1
20200825,1
20200826,1
20200827,1
20200828,1
20200831,1
20200901,1
20200902,1
20200903,1
20200904,1
20200907,1
20200908,1
20200909,1
20200910,1
20200911,1
20200914,1
20200915,1
20200916,1
20200917,1
20200918,1
20200921,1
20200922,1
20200923,1
20200924,1
20200925,1
20200928,1
20200929,1
20200930,1
20201009,1
20201012,1
20201013,1
20201014,1
20201015,1
20201016,1
20201019,1
20201020,1
20201021,1
20201022,1
20201023,1
20201026,1
20201027,1
20201028,1
20201029,1
20201030,1
20201102,1
20201103,1
20201104,1
20201105,1
20201106,1
20201109,1
20201110,1
20201111,1
20201112,1
20201113,1
20201116,1
20201117,1
20201118,1
20201119,1
20201120,1
20201123,1
20201124,1
20201125,1
20201126,1
20201127,1
20201130,1
20201201,1
20201202,1
20201203,1
20201204,1
20201207,1
20201208,1
20201209,1
20201210,1
20201211,1
20201214,1
20201215,1
20201216,1
20201217,1
20201218,1
20201221,1
20201222,1
20201223,1
20201224,1
20201225,1
20201228,1
20201229,1
20201230,1
20201231,1
20210104,1
20210105,1
20210106,1
20210107,1
20210108,1
20210111,1
20210112,1
20210113,1
20210114,1
20210115,1
20210118,1
20210119,1
20210120,1
20210121,1
20210122,1
20210125,1
20210126,1
20210127,1
20210128,1
20210129,1
20210201,1
20210202,1
20210203,1
20210204,1
20210205,1
20210208,1
20210209,1
20210210,1
20210218,1
20210219,1
20210222,1
20210223,1
20210224,1
20210225,1
20210226,1
20210301,1
20210302,1
20210303,1
20210304,1
20210305,1
20210308,1
20210309,1
20210310,1
20210311,1
20210312,1
20210315,1
20210316,1
20210317,1
20210318,1
20210319,1
20210322,1
20210323,1
20210324,1
20210325,1
20210326,1
20210329,1
20210330,1
20210331,1
20210401,1
20210402,1
20210406,1
20210407,1
20210408,1
20210409,1
20210412,1
20210413,1
20210414,1
20210415,1
20210416,1
20210419,1
20210420,1
20210421,1
20210422,1
20210423,1
20210426,1
20210427,1
20210428,1
20210429,1
20210430,1
20210506,1
20210507,1
20210510,1
20210511,1
20210512,1
20210513,1
20210514,1
20210517,1
20210518,1
20210519,1
20210520,1
20210521,1
20210524,1
20210525,1
20210526,1
20210527,1
20210528,1
20210531,1
20210601,1
20210602,1
20210603,1
20210604,1
20210607,1
20210608,1
20210609,0
20210610,0
20210611,0
20210615,0
20210616,0
20210617,0
20210618,0
20210621,0
20210622,0
20210623,0
20210624,0
20210625,0
20210628,0
20210629,0
20210630,0
20210701,0
20210702,0
20210705,0
20210706,0
20210707,0
20210708,0
20210709,0
20210712,0
20210713,0
20210714,0
20210715,0
20210716,0
20210719,0
20210720,0
20210721,0
20210722,0
20210723,0
20210726,0
20210727,0
20210728,0
20210729,0
20210730,0
20210802,0
20210803,0
20210804,0
20210805,0
20210806,0
20210809,0
20210810,0
20210811,0
20210812,0
20210813,0
20210816,0
20210817,0
20210818,0
20210819,0
20210820,0
20210823,0
20210824,0
20210825,0
20210826,0
20210827,0
20210830,0
20210831,0
20210901,0
20210902,0
20210903,0
20210906,0
20210907,0
20210908,0
20210909,0
20210910,0
20210913,0
20210914,0
20210915,0
20210916,0
20210917,0
20210922,0
20210923,0
20210924,0
20210927,0
20210928,0
20210929,0
20210930,0
20211008,0
20211011,0
20211012,0
20211013,0
20211014,0
20211015,0
20211018,0
20211019,0
20211020,0
20211021,0
20211022,0
20211025,0
20211026,0
20211027,0
20211028,0
20211029,0
20211101,0
20211102,0
20211103,0
20211104,0
20211105,0
20211108,0
20211109,0
20211110,0
20211111,0
20211112,0
20211115,0
20211116,0
20211117,0
20211118,0
20211119,0
20211122,0
20211123,0
20211124,0
20211125,0
20211126,0
20211129,0
20211130,0
20211201,0
20211202,0
20211203,0
20211206,0
20211207,0
20211208,0
20211209,0
20211210,0
20211213,0
20211214,0
20211215,0
20211216,0
20211217,0
20211220,0
20211221,0
20211222,0
20211223,0
20211224,0
20211227,0
20211228,0
20211229,0
20211230,0
20211231,0
